YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DataValueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,Geolocation,LocationID,TopicID,QuestionID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2022,2022,IN,Indiana,BRFSS,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,,%,Crude Prevalence,27.8,27.8,,,15.9,44.1,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),18,COPD,COPD01,,CRDPREV,RACE,AIAN,,,,
2021,2021,TN,Tennessee,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,"cases per 100,000",Age-adjusted Rate,257.6,257.6,,,247.4,267.8,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-85.77449091399967 35.68094058000048),47,CVD,CVD09,,AGEADJRATE,RACE,BLK,,,,
2021,2021,VI,Virgin Islands,BRFSS,Disability,Adults with any disability,,%,Crude Prevalence,29.1,29.1,,,22.7,36.5,Sex,Male,,,,,POINT (-64.896335 18.335765),78,DIS,DIS01,,CRDPREV,SEX,SEXM,,,,
2019,2019,MD,Maryland,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",,"cases per 100,000",Age-adjusted Rate,23.8,23.8,,,19.1,29.2,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-76.60926011099963 39.29058096400047),24,CVD,CVD07,,AGEADJRATE,RACE,ASN,,,,
2019,2019,MN,Minnesota,BRFSS,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,,%,Crude Prevalence,4.8,4.8,,,3.2,7.3,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-94.79420050299967 46.35564873600049),27,COPD,COPD01,,CRDPREV,RACE,BLK,,,,
2015,2019,AZ,Arizona,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,,,~,Data suppressed; too few respondents or cases,,,Sex,Male,,,,,POINT (-111.76381127699972 34.865970280000454),4,CAN,CAN02,,CRDRATE,SEX,SEXM,,,,
2019,2019,CO,Colorado,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults,,%,Crude Prevalence,24.5,24.5,,,23.0,26.1,Sex,Male,,,,,POINT (-106.13361092099967 38.843840757000464),8,NPAW,NPW14,,CRDPREV,SEX,SEXM,,,,
2020,2020,NY,New York,NVSS,Alcohol,"Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000",Age-adjusted Rate,3.4,3.4,,,2.6,4.4,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-75.54397042699964 42.82700103200045),36,ALC,ALC09,,AGEADJRATE,RACE,ASN,,,,
2020,2020,NV,Nevada,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older",,"cases per 1,000",Age-adjusted Rate,80.09,80.09,,,78.57,81.61,Sex,Male,,,,,POINT (-117.07184056399967 39.493240390000494),32,COPD,COPD03,,AGEADJRATE,SEX,SEXM,,,,
2022,2022,RI,Rhode Island,BRFSS,Mental Health,Average mentally unhealthy days among adults,,Number,Crude Mean,5.3,5.3,,,3.3,7.4,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-71.52247031399963 41.70828019300046),44,MEN,MEN04,,CRDMEAN,RACE,ASN,,,,
2021,2021,SC,South Carolina,BRFSS,Arthritis,Activity limitation due to arthritis among adults with arthritis,,%,Age-adjusted Prevalence,13.3,13.3,,,9.0,19.3,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-81.04537120699968 33.998821303000454),45,ART,ART02,,AGEADJPREV,RACE,MRC,,,,
2019,2020,ME,Maine,BRFSS,Cognitive Health and Caregiving,Provided care for someone with dementia or other cognitive impairment in the past month among adults,,%,Age-adjusted Prevalence,23.3,23.3,,,18.0,29.5,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-68.98503133599962 45.254228894000505),23,CHC,CHC03,,AGEADJPREV,RACE,WHT,,,,
2022,2022,AR,Arkansas,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-92.27449074299966 34.74865012400045),5,CAN,CAN09,,CRDPREV,RACE,AIAN,,,,
2020,2020,PA,Pennsylvania,BRFSS,Cancer,Cervical cancer screening among women aged 21-65 years,,%,Age-adjusted Prevalence,84.7,84.7,,,81.9,87.1,Overall,Overall,,,,,POINT (-77.86070029399963 40.79373015200048),42,CAN,CAN10,,AGEADJPREV,OVERALL,OVR,,,,
2019,2019,NM,New Mexico,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause",,"cases per 100,000",Crude Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,,,POINT (-106.24058098499967 34.52088095200048),35,COPD,COPD05,,CRDRATE,RACE,HAPI,,,,
2019,2019,NJ,New Jersey,BRFSS,Social Determinants of Health,Routine checkup within the past year among adults,,%,Crude Prevalence,,,*,No data available,,,Sex,Female,,,,,POINT (-74.27369128799967 40.13057004800049),34,SDOH,SDH12,,CRDPREV,SEX,SEXF,,,,
2022,2022,SD,South Dakota,BRFSS,Oral Health,Visited dentist or dental clinic in the past year among adults,,%,Age-adjusted Prevalence,76.2,76.2,,,71.7,80.2,Sex,Female,,,,,POINT (-100.3735306369997 44.353130053000484),46,ORH,ORH06,,AGEADJPREV,SEX,SEXF,,,,
2020,2020,FL,Florida,BRFSS,Health Status,Recent activity limitation among adults,,Number,Age-adjusted Mean,2.1,2.1,,,1.6,2.7,Race/Ethnicity,Hispanic,,,,,POINT (-81.92896053899966 28.932040377000476),12,HEA,HEA04,,AGEADJMEAN,RACE,HIS,,,,
2021,2021,AK,Alaska,BRFSS,Arthritis,Activity limitation due to arthritis among adults with arthritis,,%,Age-adjusted Prevalence,10.7,10.7,,,9.5,12.1,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-147.72205903599973 64.84507995700051),2,ART,ART02,,AGEADJPREV,RACE,WHT,,,,
2021,2022,MO,Missouri,BRFSS,Cognitive Health and Caregiving,Provided care for someone with dementia or other cognitive impairment in the past month among adults,,%,Crude Prevalence,18.7,18.7,,,14.6,23.5,Sex,Male,,,,,POINT (-92.56630005299968 38.635790776000476),29,CHC,CHC03,,CRDPREV,SEX,SEXM,,,,
2020,2020,OH,Ohio,BRFSS,Alcohol,Binge drinking intensity among adults who binge drink,,Number,Crude Median,5.4,5.4,,,5.3,5.6,Overall,Overall,,,,,POINT (-82.40426005599966 40.06021014100048),39,ALC,ALC05,,CRDMEDN,OVERALL,OVR,,,,
2022,2022,PR,Puerto Rico,BRFSS,Social Determinants of Health,Lack of reliable transportation in the past 12 months among adults,,%,Age-adjusted Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-66.590149 18.220833),72,SDOH,SDH06,,AGEADJPREV,RACE,BLK,,,,
2022,2022,IN,Indiana,BRFSS,Cancer,Colorectal cancer screening among adults aged 45-75 years,,%,Age-adjusted Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),18,CAN,CAN06,,AGEADJPREV,RACE,AIAN,,,,
2020,2021,US,United States,NSCH,"Nutrition, Physical Activity, and Weight Status",Children and adolescents aged 6-13 years meeting aerobic physical activity guideline,,%,Crude Prevalence,19.3,19.3,,,17.0,21.9,Race/Ethnicity,"Black, non-Hispanic",,,,,,59,NPAW,NPW07,,CRDPREV,RACE,BLK,,,,
2019,2019,UT,Utah,BRFSS,Disability,Adults with any disability,,%,Crude Prevalence,25.5,25.5,,,23.8,27.4,Age,Age 45-64,,,,,POINT (-111.58713063499971 39.360700171000474),49,DIS,DIS01,,CRDPREV,AGE,AGE4564,,,,
2021,2021,DE,Delaware,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,,%,Age-adjusted Prevalence,32.0,32.0,,,29.8,34.3,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),10,CVD,CVD04,,AGEADJPREV,OVERALL,OVR,,,,
2022,2022,MI,Michigan,BRFSS,Immunization,Pneumococcal vaccination among adults aged 18â€“64 years who are at increased risk,,%,Crude Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,,,POINT (-84.71439026999968 44.6613195430005),26,IMM,IMM03,,CRDPREV,RACE,HAPI,,,,
2019,2019,MD,Maryland,BRFSS,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,,%,Crude Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,Hispanic,,,,,POINT (-76.60926011099963 39.29058096400047),24,COPD,COPD01,,CRDPREV,RACE,HIS,,,,
2022,2022,CT,Connecticut,BRFSS,Health Status,Fair or poor self-rated health status among adults,,%,Age-adjusted Prevalence,18.2,18.2,,,10.5,29.6,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-72.64984095199964 41.56266102000046),9,HEA,HEA01,,AGEADJPREV,RACE,MRC,,,,
2019,2019,MI,Michigan,NVSS,Asthma,"Asthma mortality among all people, underlying cause",,"cases per 100,000",Crude Rate,0.9,0.9,,,0.6,1.1,Age,Age 0-44,,,,,POINT (-84.71439026999968 44.6613195430005),26,AST,AST01,,CRDRATE,AGE,AGE0_44,,,,
2021,2021,CO,Colorado,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause",,"cases per 100,000",Crude Rate,94.2,94.2,,,88.6,99.7,Sex,Female,,,,,POINT (-106.13361092099967 38.843840757000464),8,COPD,COPD05,,CRDRATE,SEX,SEXF,,,,
2019,2019,VT,Vermont,BRFSS,Social Determinants of Health,Routine checkup within the past year among adults,,%,Crude Prevalence,89.7,89.7,,,88.1,91.1,Age,Age >=65,,,,,POINT (-72.51764079099962 43.62538123900049),50,SDOH,SDH12,,CRDPREV,AGE,AGE65P,,,,
2022,2022,VT,Vermont,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults,,%,Age-adjusted Prevalence,26.9,26.9,,,25.3,28.6,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-72.51764079099962 43.62538123900049),50,NPAW,NPW14,,AGEADJPREV,RACE,WHT,,,,
2021,2021,ID,Idaho,BRFSS,Immunization,Pneumococcal vaccination among adults aged 65 years and older,,%,Age-adjusted Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-114.3637300419997 43.682630005000476),16,IMM,IMM04,,AGEADJPREV,RACE,MRC,,,,
2022,2022,NE,Nebraska,BRFSS,Social Determinants of Health,Lack of reliable transportation in the past 12 months among adults,,%,Age-adjusted Prevalence,,,#,No data available for this indicator because the module was not used by the state or territory,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-99.36572062299967 41.6410409880005),31,SDOH,SDH06,,AGEADJPREV,RACE,WHT,,,,
2021,2021,WY,Wyoming,BRFSS,Alcohol,Binge drinking frequency among adults who binge drink,,Number,Crude 75th percentile,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-108.10983035299967 43.23554134300048),56,ALC,ALC04,,CRD75TH,RACE,AIAN,,,,
2015,2019,MS,Mississippi,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,14.4,14.4,,,13.7,15.2,Sex,Female,,,,,POINT (-89.53803082499968 32.745510099000455),28,CAN,CAN01,,AGEADJRATE,SEX,SEXF,,,,
2022,2022,KY,Kentucky,BRFSS,Tobacco,Current cigarette smoking among adults,,%,Age-adjusted Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-84.77497104799966 37.645970271000465),21,TOB,TOB04,,AGEADJPREV,RACE,ASN,,,,
2016,2020,VA,Virginia,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-78.45789046299967 37.54268067400045),51,CAN,CAN05,,AGEADJRATE,RACE,AIAN,,,,
2019,2019,OR,Oregon,NVSS,Asthma,"Asthma mortality among all people, underlying cause",,Number,Number,24.0,24.0,,,,,Sex,Female,,,,,POINT (-120.15503132599969 44.56744942400047),41,AST,AST01,,NMBR,SEX,SEXF,,,,
2021,2021,AK,Alaska,YRBSS,"Nutrition, Physical Activity, and Weight Status",Consumed fruit less than one time daily among high school students,,%,Crude Prevalence,,,*,No data available,,,Sex,Male,,,,,POINT (-147.72205903599973 64.84507995700051),2,NPAW,NPW01,,CRDPREV,SEX,SEXM,,,,
2020,2020,CO,Colorado,BRFSS,Sleep,Short sleep duration among adults,,%,Crude Prevalence,27.3,27.3,,,25.8,28.8,Sex,Female,,,,,POINT (-106.13361092099967 38.843840757000464),8,SLEP,SLP03,,CRDPREV,SEX,SEXF,,,,
2021,2021,NV,Nevada,BRFSS,Arthritis,Work limitation due to arthritis among adults aged 18-64 years with arthritis,,%,Age-adjusted Prevalence,45.0,45.0,,,32.8,57.8,Sex,Female,,,,,POINT (-117.07184056399967 39.493240390000494),32,ART,ART04,,AGEADJPREV,SEX,SEXF,,,,
2021,2021,OK,Oklahoma,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",,Number,Number,127.0,127.0,,,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-97.52107021399968 35.47203135600046),40,CVD,CVD07,,NMBR,RACE,AIAN,,,,
2019,2019,VT,Vermont,BRFSS,Disability,Adults with any disability,,%,Crude Prevalence,15.4,15.4,,,12.8,18.3,Age,Age 18-44,,,,,POINT (-72.51764079099962 43.62538123900049),50,DIS,DIS01,,CRDPREV,AGE,AGE1844,,,,
2019,2019,MO,Missouri,BRFSS,Health Status,2 or more chronic conditions among adults,,%,Age-adjusted Prevalence,16.1,16.1,,,13.4,19.3,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-92.56630005299968 38.635790776000476),29,HEA,HEA05,,AGEADJPREV,RACE,BLK,,,,
2019,2019,SD,South Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults,,%,Age-adjusted Prevalence,29.3,29.3,,,26.2,32.6,Sex,Female,,,,,POINT (-100.3735306369997 44.353130053000484),46,NPAW,NPW06,,AGEADJPREV,SEX,SEXF,,,,
2021,2021,SC,South Carolina,YRBSS,"Nutrition, Physical Activity, and Weight Status",Consumed regular soda at least one time daily among high school students,,%,Crude Prevalence,20.5,20.5,,,15.1,27.3,Grade,Grade 12,,,,,POINT (-81.04537120699968 33.998821303000454),45,NPAW,NPW05,,CRDPREV,GRADE,GRD12,,,,
2021,2021,FL,Florida,BRFSS,Immunization,Pneumococcal vaccination among adults aged 65 years and older,,%,Crude Prevalence,,,*,No data available,,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,,,POINT (-81.92896053899966 28.932040377000476),12,IMM,IMM04,,CRDPREV,RACE,HAPI,,,,
2021,2021,SC,South Carolina,BRFSS,Immunization,Pneumococcal vaccination among adults aged 65 years and older,,%,Crude Prevalence,72.5,72.5,,,69.8,75.1,Sex,Female,,,,,POINT (-81.04537120699968 33.998821303000454),45,IMM,IMM04,,CRDPREV,SEX,SEXF,,,,
2019,2019,SC,South Carolina,YRBSS,Tobacco,Current electronic vapor product use among high school students,,%,Crude Prevalence,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-81.04537120699968 33.998821303000454),45,TOB,TOB02,,CRDPREV,RACE,AIAN,,,,
2019,2019,MI,Michigan,BRFSS,"Nutrition, Physical Activity, and Weight Status","Met aerobic physical activity guideline for substantial health benefits, adults",,%,Crude Prevalence,42.1,42.1,,,37.8,46.5,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-84.71439026999968 44.6613195430005),26,NPAW,NPW09,,CRDPREV,RACE,BLK,,,,
2015,2019,NH,New Hampshire,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-71.50036091999965 43.65595011300047),33,CAN,CAN03,,CRDRATE,RACE,HIS,,,,
2022,2022,CO,Colorado,BRFSS,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,,%,Crude Prevalence,5.5,5.5,,,4.8,6.3,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-106.13361092099967 38.843840757000464),8,COPD,COPD01,,CRDPREV,RACE,WHT,,,,
2020,2020,MT,Montana,BRFSS,Disability,Adults with any disability,,%,Age-adjusted Prevalence,43.4,43.4,,,36.7,50.3,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-109.42442064499971 47.06652897200047),30,DIS,DIS01,,AGEADJPREV,RACE,AIAN,,,,
2021,2021,UT,Utah,BRFSS,Arthritis,Work limitation due to arthritis among adults aged 18-64 years with arthritis,,%,Crude Prevalence,48.8,48.8,,,37.3,60.5,Race/Ethnicity,Hispanic,,,,,POINT (-111.58713063499971 39.360700171000474),49,ART,ART04,,CRDPREV,RACE,HIS,,,,
2021,2021,VA,Virginia,BRFSS,Immunization,Influenza vaccination among adults 18â€“64 who are at increased risk,,%,Age-adjusted Prevalence,28.8,28.8,,,16.7,45.0,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-78.45789046299967 37.54268067400045),51,IMM,IMM02,,AGEADJPREV,RACE,MRC,,,,
2019,2019,US,United States,BRFSS,Mental Health,Average mentally unhealthy days among adults,,Number,Crude Mean,2.4,2.4,,,2.2,2.6,Age,Age >=65,,,,,,59,MEN,MEN04,,CRDMEAN,AGE,AGE65P,,,,
2019,2019,PR,Puerto Rico,BRFSS,Mental Health,Average mentally unhealthy days among adults,,Number,Age-adjusted Mean,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-66.590149 18.220833),72,MEN,MEN04,,AGEADJMEAN,RACE,WHT,,,,
2020,2020,WY,Wyoming,BRFSS,Cancer,Cervical cancer screening among women aged 21-65 years,,%,Age-adjusted Prevalence,77.4,77.4,,,62.4,87.6,Race/Ethnicity,Hispanic,,,,,POINT (-108.10983035299967 43.23554134300048),56,CAN,CAN10,,AGEADJPREV,RACE,HIS,,,,
2019,2019,ME,Maine,BRFSS,Arthritis,Arthritis among adults,,%,Age-adjusted Prevalence,31.5,31.5,,,19.7,46.3,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-68.98503133599962 45.254228894000505),23,ART,ART01,,AGEADJPREV,RACE,BLK,,,,
2021,2021,ID,Idaho,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults,,%,Age-adjusted Prevalence,25.8,25.8,,,21.4,30.8,Race/Ethnicity,Hispanic,,,,,POINT (-114.3637300419997 43.682630005000476),16,NPAW,NPW06,,AGEADJPREV,RACE,HIS,,,,
2020,2020,WY,Wyoming,PRAMS,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,,%,Crude Prevalence,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-108.10983035299967 43.23554134300048),56,TOB,TOB05,,CRDPREV,RACE,ASN,,,,
2021,2021,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among adults,,%,Age-adjusted Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-72.64984095199964 41.56266102000046),9,IMM,IMM01,,AGEADJPREV,RACE,AIAN,,,,
2020,2020,LA,Louisiana,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,Number,Number,169.0,169.0,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-92.44568007099969 31.31266064400046),22,CVD,CVD09,,NMBR,RACE,HIS,,,,
2022,2022,VA,Virginia,BRFSS,Asthma,Current asthma among adults,,%,Crude Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-78.45789046299967 37.54268067400045),51,AST,AST02,,CRDPREV,RACE,AIAN,,,,
2015,2019,AL,Alabama,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,14458.0,14458.0,,,,,Sex,Male,,,,,POINT (-86.63186076199969 32.84057112200048),1,CAN,CAN07,,NMBR,SEX,SEXM,,,,
2020,2020,NJ,New Jersey,BRFSS,Health Status,Frequent physical distress among adults,,%,Age-adjusted Prevalence,7.6,7.6,,,6.7,8.6,Sex,Female,,,,,POINT (-74.27369128799967 40.13057004800049),34,HEA,HEA03,,AGEADJPREV,SEX,SEXF,,,,
2019,2019,IA,Iowa,YRBSS,Sleep,Short sleep duration among high school students,,%,Crude Prevalence,82.6,82.6,,,76.4,87.4,Race/Ethnicity,Hispanic,,,,,POINT (-93.81649055599968 42.46940091300047),19,SLEP,SLP02,,CRDPREV,RACE,HIS,,,,
2019,2019,FL,Florida,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,"cases per 100,000",Age-adjusted Rate,93.6,93.6,,,90.0,97.1,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-81.92896053899966 28.932040377000476),12,CVD,CVD08,,AGEADJRATE,RACE,BLK,,,,
2022,2022,AR,Arkansas,BRFSS,Health Status,Frequent physical distress among adults,,%,Age-adjusted Prevalence,15.8,15.8,,,9.5,25.3,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-92.27449074299966 34.74865012400045),5,HEA,HEA03,,AGEADJPREV,RACE,AIAN,,,,
